,영화명,감독,배급사,개봉일,국적,스크린수,매출액,관객수,장르,등급,연도
4870,홈프론트-가족을 지켜라,게리 플레더,(주)팝엔터테인먼트,2014.6.18,미국,55,23849000,"3,464",액션,15세이상관람가,2014
4871,극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,야노 히로유키,와이드 릴리즈(주),2014.6.19,일본,235,104193000,"15,382",애니메이션,전체관람가,2014
4872,극장판: 타이거 앤 버니 -더 라이징-,요네타니 요시토모,"㈜T-JOY,씨너스엔터테인먼트(주)",2014.6.19,일본,6,16573000,"2,197",애니메이션,전체관람가,2014
4873,넥스트 제네레이션 패트레이버 2,오시이 마모루,(주)도키엔터테인먼트,2014.6.19,일본,1,1993000,386,액션,12세이상관람가,2014
4874,더 머쉰,카라독 제임스,라인트리엔터테인먼트,2014.6.19,영국,1,7000,1,액션,청소년관람불가,2014
4875,반딧불이의 묘,다카하타 이사오,에이원엔터테인먼트,2014.6.19,일본,33,6008800,814,애니메이션,"12세이상관람가,전체관람가",2014
4876,스마일리,마이클 J. 갤러거,㈜코리아스크린,2014.6.19,미국,1,344000,43,공포(호러),청소년관람불가,2014
4877,스탠드업,라파 라라,(주)미디어데이,2014.6.19,멕시코,1,60000,10,코미디,청소년관람불가,2014
4878,여배우 공작단,전태윤,(주)케이알씨지,2014.6.19,한국,21,15839000,"2,729",멜로/로맨스,청소년관람불가,2014
4879,와즈다,하이파 알-만수르,(주)프레인글로벌,2014.6.19,기타,51,79998200,"11,135",드라마,전체관람가,2014
4880,익스트랙티드,니르 패니리,어뮤즈,2014.6.19,미국,1,84000,13,드라마,15세이상관람가,2014
4881,코드 레드,발레리 밀레브,(주)포커스엔터테인먼트,2014.6.19,미국,2,713000,142,공포(호러),15세이상관람가,2014
4882,홈프론트-하드액션,게리 플레더,(주)팝엔터테인먼트,2014.6.19,미국,43,11016000,"1,598",액션,청소년관람불가,2014
4883,프린스 이고르,지안드레아 노세다,(주) 인스터 글로벌,2014.6.21,미국,2,10136500,446,공연,전체관람가,2014
4884,꽃잎의 기모노부인,칸바라 이쿠토,(주)도키엔터테인먼트,2014.6.25,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4885,미사의 앞치마정사,칸바라 나오토,(주)도키엔터테인먼트,2014.6.25,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4886,소녀 리오의 욕망,후지와라 켄이치,(유)조이앤컨텐츠그룹,2014.6.25,일본,1,40000,10,멜로/로맨스,청소년관람불가,2014
4887,아이 엠 오메가,그리프 퍼스트,(주)도키엔터테인먼트,2014.6.25,미국,1,270000,54,액션,청소년관람불가,2014
4888,트랜스포머: 사라진 시대,마이클 베이,(주)씨제이이엔엠,2014.6.25,미국,"1,602",44012272845,"5,295,801",액션,12세이상관람가,2014
4889,구화영웅,곽자건,(주)소나무픽쳐스,2014.6.26,중국,2,1245000,600,코미디,15세이상관람가,2014
4890,둠스데이 지구 최후의 날,제이슨 부케,(주)케이알씨지,2014.6.26,미국,1,40000,10,SF,15세이상관람가,2014
4891,로코왕국의 전설: 엘프킹을 찾아서,위성준,"(주)마인스 엔터테인먼트,(유)영화사 화수분",2014.6.26,중국,178,105367100,"15,846",애니메이션,전체관람가,2014
4892,로크,스티븐 나이트,(주)팝엔터테인먼트,2014.6.26,미국,36,17832000,"2,412",드라마,15세이상관람가,2014
4893,악령,빈센조 나탈리,판씨네마(주),2014.6.26,캐나다,1,560000,80,미스터리,12세이상관람가,2014
4894,어바웃 체리,스티븐 엘리엇,와이드 릴리즈(주),2014.6.26,미국,18,21715500,"4,611",드라마,청소년관람불가,2014
4895,이것이 우리의 끝이다,김경묵,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2014.6.26,한국,25,21283800,"2,898",드라마,청소년관람불가,2014
4896,이브 생 로랑,자릴 레스페르,(주)블룸즈베리파트너스,2014.6.26,프랑스,53,166422300,"21,280",드라마,청소년관람불가,2014
4897,"자, 이제 댄스타임",조세영,주식회사 키노엔터테인먼트,2014.6.26,한국,2,6865000,"1,005",다큐멘터리,15세이상관람가,2014
4898,참호전: 포비든 그라운드,조한 얼,미디어소프트,2014.6.26,호주,1,50000,10,전쟁,15세이상관람가,2014
4899,커피 한잔이 섹스에 미치는 영향,스테이시 패숀,㈜영화사 백두대간,2014.6.26,미국,7,26166000,"3,639",드라마,청소년관람불가,2014
4900,키리시마가 동아리활동 그만둔대,요시다 다이하치,주식회사 마운틴픽쳐스,2014.6.26,일본,4,6532200,865,드라마,15세이상관람가,2014
4901,프랑스인 김명실,이지현,어뮤즈,2014.6.26,한국,7,1583000,241,다큐멘터리,전체관람가,2014
4902,노인과 바다,존 준커먼,(주)키노아이디엠씨,2014.6.28,일본,1,2177000,"1,087",다큐멘터리,전체관람가,2014
4903,잭과 자이언트 킬러 2014,마크 앳킨스,(주)케이알씨지,2014.7.1,미국,1,40000,10,SF,15세이상관람가,2014
4904,무예타이 갱,크리사나퐁 라차타,스크린조이,2014.7.2,태국,1,40000,10,액션,15세이상관람가,2014
4905,성인돌 양성강좌,칸바라 나오토,(주)도키엔터테인먼트,2014.7.2,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4906,소녀괴담,오인천,(주)리틀빅픽쳐스,2014.7.2,한국,455,3546340054,"480,528",미스터리,15세이상관람가,2014
4907,나쁜 이웃들,니콜라스 스톨러,유니버설픽쳐스인터내셔널 코리아(유),2014.7.3,미국,129,335244700,"41,301",코미디,청소년관람불가,2014
4908,내비게이션,장권호,골든타이드픽처스(주),2014.7.3,한국,8,2702000,489,공포(호러),청소년관람불가,2014
4909,님포매니악 볼륨2,라스 폰 트리에,CGV아트하우스,2014.7.3,덴마크,53,195684333,"23,641",드라마,청소년관람불가,2014
4910,라라피포,미야노 마사유키,(주)수키픽쳐스,2014.7.3,일본,1,3312000,552,코미디,청소년관람불가,2014
4911,로보싸커,아룽,와이드 릴리즈(주),2014.7.3,말레이시아,115,63694200,"9,406",애니메이션,전체관람가,2014
4912,마네의 제비꽃 여인: 베르트 모리조,카롤린느 샹페티에,씨드,2014.7.3,프랑스,5,23303500,"3,273",드라마,12세이상관람가,2014
4913,블랙딜,이조훈,(주)인디플러그,2014.7.3,한국,74,40589200,"5,947",다큐멘터리,12세이상관람가,2014
4914,블러드 워,닉 머피,(주)포커스엔터테인먼트,2014.7.3,영국,1,300000,60,액션,15세이상관람가,2014
4915,신의 한 수,조범구,(주)쇼박스,2014.7.3,한국,794,28777712256,"3,562,123",범죄,청소년관람불가,2014
4916,원나잇 온리,김조광수,(주)레인보우팩토리,2014.7.3,한국,18,15556300,"1,990",기타,청소년관람불가,2014
4917,조,데이빗 고든 그린,와이드 릴리즈(주),2014.7.3,미국,20,8609500,"1,682",드라마,청소년관람불가,2014
4918,천번의 굿나잇,에릭 포페,(주)마인스 엔터테인먼트,2014.7.3,노르웨이,26,70645000,"9,732",드라마,12세이상관람가,2014
4919,카프리치오,마르코 아르투로 마렐리,(주)쓰리캣프로덕션,2014.7.5,독일,5,10319500,464,공연,전체관람가,2014
4920,워리어스 레인보우2: 최후의 결전,위덕성,스크린조이,2014.7.7,대만,1,40000,10,전쟁,청소년관람불가,2014
4921,미국 대지진,테리 커닝햄,(주)케이알씨지,2014.7.8,캐나다,1,40000,10,SF,"15세관람가,12세이상관람가",2014
4922,크래쉬 랜딩,짐 위노스키,(주)케이알씨지,2014.7.8,캐나다,1,40000,10,액션,15세이상관람가,2014
4923,그 여름의 정사,파올로 프란키,(주)팝엔터테인먼트,2014.7.9,이탈리아,1,30000,3,드라마,청소년관람불가,2014
4924,그 참을 수 없는 맛,이지형,(주)케이알씨지,2014.7.9,한국,21,8138000,"1,697",드라마,청소년관람불가,2014
4925,그녀의 애걸사항,칸바라 나오토,(주)도키엔터테인먼트,2014.7.9,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4926,더 시그널,윌리엄 유뱅크,롯데쇼핑㈜롯데엔터테인먼트,2014.7.9,미국,263,809982328,"105,818",SF,12세이상관람가,2014
4927,램페이지 : 더 테러리스트,우베 볼,(주)도키엔터테인먼트,2014.7.9,캐나다,1,270000,54,액션,청소년관람불가,2014
4928,레이드 2,가렛 에반스,(주)올스타엔터테인먼트,2014.7.9,인도네시아,48,53724400,"6,885",액션,청소년관람불가,2014
4929,나는 야한 여자가 좋다,신정균,(주)케이알씨지,2014.7.10,한국,21,8095000,"1,688",멜로/로맨스,청소년관람불가,2014
4930,드래프트 데이,이반 라이트만,(주)영화사 빅,2014.7.10,미국,82,74216200,"10,119",드라마,12세이상관람가,2014
4931,랄프 스테드먼 스토리: 이상한 나라의 친구들,찰리 폴,㈜인디스토리,2014.7.10,영국,17,31556300,"4,204",다큐멘터리,12세이상관람가,2014
4932,무서운 영화 5,말콤 D. 리,페어팍스인터내셔날(주),2014.7.10,미국,1,8000,1,코미디,청소년관람불가,2014
4933,비포 : 치즈와 초콜릿을 찾아서,이도 엔젤,(주)영화사 빅,2014.7.10,이스라엘,90,123727000,"18,310",애니메이션,전체관람가,2014
4934,숙희,양지은,주식회사 노버스엔터테인먼트,2014.7.10,한국,11,5446000,841,드라마,청소년관람불가,2014
4935,울프 앳 더 도어,페르난도 코임브라,㈜영화사 백두대간,2014.7.10,브라질,2,3168000,385,드라마,청소년관람불가,2014
4936,좋은 친구들,이도윤,(주)씨제이이엔엠,2014.7.10,한국,371,3201527031,"404,456",범죄,청소년관람불가,2014
4937,테레즈 라캥,찰리 스트레이턴,판씨네마(주),2014.7.10,미국,48,106422700,"14,063",범죄,청소년관람불가,2014
4938,팀퍼틸 아이들,니콜라스 베리,데이지엔터테인먼트,2014.7.10,프랑스,1,100000,10,어드벤처,전체관람가,2014
4939,파이어 : 테러와의 전쟁,라울 W. 하임리히,와이드 릴리즈(주),2014.7.10,독일,20,39011000,"5,559",액션,15세이상관람가,2014
4940,혹성탈출: 반격의 서막,맷 리브스,이십세기폭스코리아(주),2014.7.10,미국,922,31509793095,"4,002,134",액션,12세이상관람가,2014
4941,레퀴엠 포 어 킬러,제롬 르 그리스,데이지엔터테인먼트,2014.7.11,프랑스,1,100000,10,스릴러,15세이상관람가,2014
4942,베르테르,리처드 이어,(주) 인스터 글로벌,2014.7.12,미국,2,15126000,684,공연,전체관람가,2014
4943,헤드헌터,모튼 틸덤,(주)투한미디어,2014.7.12,노르웨이,1,7000,1,액션,청소년관람불가,2014
4944,잠자는 숲속의 미녀와 야수,캐스퍼 반 디엔,스크린조이,2014.7.15,미국,21,8769000,"1,811",판타지,15세이상관람가,2014
4945,트랜스머신: 만테라,"알리야르 알리 커티,미자 모하메드",스크린조이,2014.7.15,말레이시아,20,8370000,"1,711",SF,12세이상관람가,2014
4946,꽃새장여인 : 네코짱,요리코 쥰,(주)도키엔터테인먼트,2014.7.16,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4947,분신사바 2,안병기,(주)팝엔터테인먼트,2014.7.16,중국,238,574836300,"79,017",공포(호러),15세이상관람가,2014
4948,산타바바라,조성규,(주)나이너스엔터테인먼트,2014.7.16,한국,101,125565919,"16,626",멜로/로맨스,15세이상관람가,2014
4949,유오성의 7인의 암살단,"웅흔흔,증지위",스크린조이,2014.7.16,중국,20,7471000,"1,537",액션,15세이상관람가,2014
4950,전망좋은 빌라,칸바라 나오토,(주)도키엔터테인먼트,2014.7.16,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4951,주온 : 끝의 시작,오치아이 마사유키,(주)넥스트엔터테인먼트월드(NEW),2014.7.16,일본,394,3071127231,"410,644",공포(호러),15세이상관람가,2014
4952,중독애,한소준,(주)케이알씨지,2014.7.16,한국,20,7495000,"1,547",멜로/로맨스,청소년관람불가,2014
4953,치한조교-아야의 여행,칸바라 나오토,(주)도키엔터테인먼트,2014.7.16,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4954,파이어스톰,원금린,(주)인벤트스톤,2014.7.16,중국,82,51336800,"6,682",액션,청소년관람불가,2014
4955,공각기동대 어라이즈 보더:3 고스트 티어즈,키세 카즈치카,에이원엔터테인먼트,2014.7.17,일본,6,1930000,239,애니메이션,15세이상관람가,2014
4956,극장판 꽃이 피는 첫걸음 : 홈 스위트 홈,안도 마사히로,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",2014.7.17,일본,15,17171000,"2,329",애니메이션,12세이상관람가,2014
4957,논픽션 다이어리,정윤석,(주)영화사 진진,2014.7.17,한국,28,45574424,"6,000",다큐멘터리,15세이상관람가,2014
4958,땡스 포 쉐어링,스튜어트 블럼버그,(주)소나무픽쳐스,2014.7.17,미국,25,44022000,"7,132",코미디,청소년관람불가,2014
4959,맥아더 : 일본 침몰에 관한 불편한 해석,피터 웨버,(주)소나무픽쳐스,2014.7.17,미국,5,3527000,"1,543",전쟁,15세이상관람가,2014
4960,어레스트 미,장-폴 리렝펠드,(주)스튜디오후크,2014.7.17,프랑스,1,3407000,487,스릴러,15세이상관람가,2014
4961,언더 더 스킨,조나단 글레이저,씨네그루(주)다우기술,2014.7.17,영국,20,14167000,"2,750",SF,청소년관람불가,2014
4962,에일리언 인베이젼,조하네스 로버츠,(주)포커스엔터테인먼트,2014.7.17,영국,1,350000,70,SF,15세이상관람가,2014
4963,위키드 블러드,마크 영,와이드 릴리즈(주),2014.7.17,미국,20,40480000,"5,742",액션,청소년관람불가,2014
4964,천하무적 키코리키,데니스 체르노프,와이드 릴리즈(주),2014.7.17,러시아,186,149655900,"21,889",애니메이션,전체관람가,2014
4965,프란시스 하,노아 바움백,그린나래미디어(주),2014.7.17,미국,70,560752570,"71,506",코미디,15세이상관람가,2014
4966,군도: 민란의 시대,윤종빈,(주)쇼박스,2014.7.23,한국,"1,394",36987755999,"4,774,895",사극,15세이상관람가,2014
4967,드래곤 길들이기 2,딘 데블로이스,(주)씨제이이엔엠,2014.7.23,미국,829,23979935189,"3,000,056",애니메이션,전체관람가,2014
4968,만원버스 속 그녀,칸바라 나오토,(주)도키엔터테인먼트,2014.7.23,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4969,미스테리 예고살인,루시우스 C. 쿠에트,스크린조이,2014.7.23,미국,1,80000,20,미스터리,15세이상관람가,2014
4970,불륜과 달콤한 애인,칸바라 나오토,(주)도키엔터테인먼트,2014.7.23,일본,1,270000,54,성인물(에로),청소년관람불가,2014
4971,사보타지,데이비드 에이어,(주)나이너스엔터테인먼트,2014.7.23,미국,70,50277100,"6,591",범죄,청소년관람불가,2014
4972,열애,이숭환,(주)케이알씨지,2014.7.23,한국,20,7470000,"1,564",멜로/로맨스,청소년관람불가,2014
4973,워커즈,모리 야스유키,(사)독립영화전용관 확대를 위한 시민모임,2014.7.23,일본,1,2982000,479,다큐멘터리,전체관람가,2014
4974,캐논포더 : 죽은자들의도시,에이탄 가프니,(주)엘케이픽쳐스,2014.7.23,이스라엘,1,270000,54,액션,청소년관람불가,2014
4975,마담 프루스트의 비밀정원,실뱅 쇼메,찬란,2014.7.24,프랑스,43,1108112442,"141,480",드라마,전체관람가,2014
4976,밀애,"김인규,김민준",(주)레몬트리픽쳐스,2014.7.24,한국,19,16206000,"4,770",드라마,청소년관람불가,2014
4977,숲의 전설,"빌레 수호넨,킴 사르닐루오토",㈜영화사 백두대간,2014.7.24,핀란드,2,8957000,"1,270",다큐멘터리,전체관람가,2014
4978,아웃사이더,김문옥,(주)영화사 조은,2014.7.24,한국,1,600000,300,드라마,청소년관람불가,2014
4979,우리가족,김도현,주식회사 마운틴픽쳐스,2014.7.24,한국,7,4166000,689,다큐멘터리,전체관람가,2014
