■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2021-11-05,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2004~2020???국적 : 전체???영화명 : 전체???개봉일 : 2004-01-01~2020-12-31???영화구분 : 전체???영화유형 : 개봉영화??? ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
13222,지구 침공의 날 2019,토니 조피아,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-09-11,개봉영화,장편,미국,1,"5,000",1,0,0,SF,청소년관람불가,일반영화
13223,타짜: 원 아이드 잭,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-11,개봉영화,장편,한국,"1,429","19,673,441,214","2,227,671","4,585,277,834","513,548",범죄,청소년관람불가,일반영화
13224,플레이모빌: 더 무비,리노 디살보,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,2019-09-11,개봉영화,장편,캐나다,295,"222,928,260","28,520","64,395,520","7,648",애니메이션,전체관람가,독립/예술영화
13225,히어로 일본 대침공,사토 신스케,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2019-09-11,개봉영화,장편,일본,1,"1,000",1,0,0,액션,15세이상관람가,독립/예술영화
13226,"힘을 내요, 미스터 리",이계벽,"(주)용필름,(주)덱스터스튜디오",,(주)넥스트엔터테인먼트월드(NEW),2019-09-11,개봉영화,장편,한국,990,"9,887,863,906","1,176,076","1,965,170,736","229,545",코미디,12세이상관람가,일반영화
13227,아내의 친구,이가온,(주)케이알씨지,,(주)케이알씨지,2019-09-12,개봉영화,장편,한국,20,"1,183,000",244,"1,141,000",229,멜로/로맨스,청소년관람불가,일반영화
13228,100일 동안 100가지로 100퍼센트 행복찾기,플로리안 데이비드 핏츠,,(주)영화사 진진,(주)영화사 진진,2019-09-12,개봉영화,장편,독일,37,"254,458,770","31,866","160,852,490","19,490",코미디,15세이상관람가,독립/예술영화
13229,어린여동생-무삭제,정민용,스마일컨텐츠,,스마일컨텐츠,2019-09-13,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13230,클럽녀 섹스 다이어트,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-09-13,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13231,카르멘,,,(주) 인스터 글로벌,(주) 인스터 글로벌,2019-09-14,개봉영화,장편,미국,6,"37,284,500","1,574","27,285,500","1,146",기타,12세이상관람가,일반영화
13232,아들의 여자,김부곤,(주)영화사가을,,(주)영화사가을,2019-09-16,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13233,거근에 중독된 미모의 내 아내,혼마 타마,,(주)플라이어,(주)플라이어,2019-09-17,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
13234,남의 아내 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-17,개봉영화,장편,한국,1,"2,000",1,"2,000",1,드라마,청소년관람불가,일반영화
13235,아마추어 유부녀,오자키 히로코우지,,(주)플라이어,(주)플라이어,2019-09-17,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
13236,파라노말 액티비티 2019,"션 빙햄,제프 홀",,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-09-17,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),15세이상관람가,일반영화
13237,미드나잇 쇼타임,,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2019-09-18,개봉영화,장편,캐나다,1,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
13238,사이코패스,미키 키팅,,제인앤유,제인앤유,2019-09-18,개봉영화,장편,미국,1,"62,031,400","21,603","62,030,400","21,602",공포(호러),청소년관람불가,일반영화
13239,예스터데이,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2019-09-18,개봉영화,장편,미국,816,"2,572,745,100","305,504","976,853,610","113,089",드라마,12세이상관람가,일반영화
13240,화끈한 룸메이트 무삭제판,백석동,무비진,,주식회사 플릭스코,2019-09-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13241,거짓말 : 여자 모델의 섹스 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2019-09-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13242,디스트로이어,캐린 쿠사마,,(주)선익필름,(주)라이크콘텐츠,2019-09-19,개봉영화,장편,미국,92,"33,350,000","4,080","18,686,540","2,260",범죄,15세이상관람가,독립/예술영화
13243,런던워Z: 레드콘,치 키옹 청,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-19,개봉영화,장편,영국,1,"6,000",1,0,0,SF,청소년관람불가,일반영화
13244,밀애-남편이 잠든 사이,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13245,발명왕 볼트,증헌림,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-09-19,개봉영화,장편,중국,239,"70,341,840","9,382","6,465,060",784,어드벤처,전체관람가,일반영화
13246,불륜유부녀-되살아난 육욕,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13247,뷰티풀 보이,펠릭스 반 그뢰닝엔,,주식회사 더쿱,(주)이수C&E,2019-09-19,개봉영화,장편,미국,130,"110,353,198","13,906","66,158,718","8,137",드라마,15세이상관람가,독립/예술영화
13248,비뚤어진 집,질스 파겟-브레너,,그린나래미디어(주),(주)팝엔터테인먼트,2019-09-19,개봉영화,장편,영국,135,"88,027,560","10,639","47,844,460","5,621",범죄,15세이상관람가,독립/예술영화
13249,스승의은혜-육체보은,마츠모토 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13250,애드 아스트라,제임스 그레이,,이십세기폭스코리아(주),이십세기폭스코리아(주),2019-09-19,개봉영화,장편,미국,853,"4,518,393,460","513,375","1,618,159,190","177,587",SF,12세이상관람가,일반영화
13251,야곱의 사다리,데이빗 M. 로젠탈,,주식회사 풍경소리,주식회사 풍경소리,2019-09-19,개봉영화,장편,미국,5,"26,000",19,"10,000",5,스릴러,15세이상관람가,독립/예술영화
13252,어린 식모,노현진,(주)나우콘텐츠,,(주)나우콘텐츠,2019-09-19,개봉영화,장편,한국,20,"990,000",208,"716,000",163,멜로/로맨스,청소년관람불가,일반영화
13253,언더 더 실버레이크,데이빗 로버트 밋첼,,(주)콘텐츠게이트,(주)팝엔터테인먼트,2019-09-19,개봉영화,장편,미국,33,"19,910,152","2,261","15,375,272","1,634",범죄,청소년관람불가,독립/예술영화
13254,우키시마호,김진홍,(주)영화사메이플러스,,"(주)영화사메이플러스,주식회사 마운틴픽쳐스",2019-09-19,개봉영화,장편,한국,65,"20,838,940","2,508","7,084,900",792,다큐멘터리,전체관람가,독립/예술영화
13255,윈체스터,"마이클 스피어리그,피터 스피어이그",,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-19,개봉영화,장편,호주,100,"29,600,000","5,920","8,900,000","1,780",판타지,12세이상관람가,독립/예술영화
13256,음란한 피:한여자 세남자,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13257,젊은 새엄마:터져버린 욕정,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13258,정사:남편을 위해 벗었다,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-19,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13259,사내 불륜 : 나를 여자로 만들어 준 남자,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019-09-20,개봉영화,장편,일본,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13260,아내의 음란한 유혹,이지은,(주)메이크아트,,(주)메이크아트,2019-09-20,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13261,잘주는 누나들 무삭제판,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-09-20,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13262,젊은 엄마 친구 2,정현수,(주)영화사가을,,(주)영화사가을,2019-09-23,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13263,원정녀 1호의 사연,최성은,(주)영화사히트,,(주)영화사히트,2019-09-24,개봉영화,장편,한국,20,"1,048,000",207,"779,000",163,드라마,청소년관람불가,일반영화
13264,천박한누나 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-24,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
13265,더 룸,크리스티앙 볼크만,,(주)퍼스트런,"(주)퍼스트런,(주)팬엔터테인먼트",2019-09-25,개봉영화,장편,프랑스,163,"461,964,100","56,787","175,815,300","21,429",미스터리,15세이상관람가,독립/예술영화
13266,레플리카,제프리 나흐마노프,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2019-09-25,개봉영화,장편,미국,360,"324,884,230","40,985","146,853,170","17,982",범죄,15세이상관람가,일반영화
13267,미드 90,조나 힐,,오드,"오드,(주)홈초이스",2019-09-25,개봉영화,장편,미국,107,"165,388,288","20,069","124,925,408","14,675",드라마,청소년관람불가,독립/예술영화
13268,아메리칸 레슬러: 더 위저드,알렉스 라나리벨로,,주식회사 락희상회,주식회사 락희상회,2019-09-25,개봉영화,장편,미국,1,"1,000",1,0,0,드라마,12세이상관람가,일반영화
13269,앳 퍼스트 라이트,제이슨 스톤,,(주)영화공간,이언픽쳐스,2019-09-25,개봉영화,장편,캐나다,8,"650,700",89,"373,100",48,드라마,12세이상관람가,독립/예술영화
13270,양자물리학,이성태,(주)엠씨엠씨,,(주)메리크리스마스,2019-09-25,개봉영화,장편,한국,799,"4,526,478,380","553,879","1,152,440,160","137,943",범죄,15세이상관람가,일반영화
13271,원스 어폰 어 타임... 인 할리우드,쿠엔틴 타란티노,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-09-25,개봉영화,장편,미국,678,"2,269,807,670","277,319","1,107,269,480","130,601",드라마,청소년관람불가,일반영화
13272,장사리 : 잊혀진 영웅들,"곽경택,김태훈",(주)태원엔터테인먼트,,워너브러더스 코리아(주),2019-09-25,개봉영화,장편,한국,"1,090","8,997,921,050","1,140,876","1,699,010,620","208,596",전쟁,12세이상관람가,일반영화
13273,남편 후배-해달라는 그녀,타카드 신지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13274,다운 어 다크 홀,로드리고 코르테스,,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-26,개봉영화,장편,미국,94,"29,600,000","5,920","2,300,000",460,드라마,12세이상관람가,독립/예술영화
13275,로지,제스 본드,,(주)컴퍼니엘,(주)컴퍼니엘,2019-09-26,개봉영화,장편,미국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13276,마왕의 딸 이리샤,장형윤,"한국영화아카데미,(주)지금이 아니면 안돼",,"(주)싸이더스,(주)삼백상회",2019-09-26,개봉영화,장편,한국,314,"113,205,980","15,894","26,419,740","3,133",애니메이션,전체관람가,독립/예술영화
13277,메기,이옥섭,"국가인권위원회,2X9HD",,"(주)엣나인필름,CGV아트하우스",2019-09-26,개봉영화,장편,한국,155,"328,164,828","38,853","224,012,708","25,033",미스터리,15세이상관람가,독립/예술영화
13278,목욕탕 속 사정,타카오카 주이치,,(주)에스와이미디어,(주)에스와이미디어,2019-09-26,개봉영화,장편,일본,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
13279,뱅드림! 필름 라이브,우메츠 토모미,,(주)애니플러스,(주)애니플러스,2019-09-26,개봉영화,장편,일본,78,"166,464,110","19,264","101,295,320","11,077",애니메이션,전체관람가,일반영화
13280,벨 칸토,폴 웨이츠,,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-26,개봉영화,장편,미국,100,"29,600,000","5,920","15,600,000","3,120",드라마,15세이상관람가,독립/예술영화
13281,슈퍼 햄찌,주나 테나,,(주)오콘,와이드 릴리즈(주),2019-09-26,개봉영화,장편,핀란드,209,"94,640,540","12,493","23,103,400","2,842",애니메이션,전체관람가,일반영화
13282,스티븐 시걸의 제네럴 커맨더,"로스 W. 클락슨,필리페 마르티네즈",,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-09-26,개봉영화,장편,미국,1,"6,000",1,0,0,범죄,15세이상관람가,일반영화
13283,아워 바디,한가람,한국영화아카데미,,(주)영화사 진진,2019-09-26,개봉영화,장편,한국,52,"72,336,787","8,683","53,177,187","5,933",드라마,15세이상관람가,독립/예술영화
13284,애월,박철우,(주)흑기사,,(주)드림팩트엔터테인먼트,2019-09-26,개봉영화,장편,한국,20,"11,757,360","1,400","9,024,760",974,멜로/로맨스,12세이상관람가,독립/예술영화
13285,오피스텔-잘 하는 애들로 무삭제판,천성준,(주)케이피에이기획,,(주)케이피에이기획,2019-09-26,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13286,와인스타인,우르술라 맥팔레인,,(주)스톰픽쳐스코리아,(주)영화특별시에스엠씨,2019-09-26,개봉영화,장편,미국,47,"13,054,500","1,667","9,288,440","1,143",다큐멘터리,15세이상관람가,독립/예술영화
13287,유흥1번가 : 클럽 그레이스,야마우치 다이스케,,(주)에스와이미디어,(주)에스와이미디어,2019-09-26,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13288,처제의 일기,정진호,모히또필름,,(주)컨텐츠 빌리지,2019-09-26,개봉영화,장편,한국,20,"988,000",187,"719,000",143,멜로/로맨스,청소년관람불가,일반영화
13289,체인지오버,"미란다 하코트,스튜어트 맥켄지",,(주)달빛공장,(주)디오시네마,2019-09-26,개봉영화,장편,뉴질랜드,10,"9,455,760","1,035","8,577,660",918,판타지,12세이상관람가,독립/예술영화
13290,친구누나 일본판 2 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2019-09-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13291,친구엄마 : 참을 수 없는 날 2 무삭제,정완경,(주)영화사가을,,(주)영화사가을,2019-09-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13292,트러블 위드 유,피에르 살바도리,,(주)영화사 안다미로,(주)영화사 안다미로,2019-09-26,개봉영화,장편,프랑스,1,"8,800",1,"8,800",1,코미디,15세이상관람가,독립/예술영화
13293,헤픈 새엄마:참을 수 없는 날,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13294,헬로우 평양,"그레고르 뮐러,앤 르왈드",,"(주)비싸이드 픽쳐스,필립 스튜디오",(주)다자인소프트,2019-09-26,개봉영화,장편,독일,12,"4,986,140",702,"3,994,640",568,다큐멘터리,전체관람가,독립/예술영화
13295,2047 버추얼 레볼루션,가이-로저 듀버트,,(유)조이앤시네마,(유)조이앤시네마,2019-09-26,개봉영화,장편,미국,4,"18,000",18,"1,000",1,SF,15세이상관람가,독립/예술영화
13296,나쁜 섹스:겁탈 당한 아내2,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13297,남편 상사의 노예가 된 아내,호쿠시 겐지,,(주)플라이어,(주)플라이어,2019-09-27,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
13298,내 여자의 남자들,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2019-09-27,개봉영화,장편,한국,20,"970,000",181,"701,000",137,드라마,청소년관람불가,일반영화
13299,노크노크-섹스별장,,,영화사 마농(주),영화사 마농(주),2019-09-27,개봉영화,장편,일본,1,"1,000",1,0,0,기타,청소년관람불가,일반영화
13300,맛있는엄마들,이철,스마일컨텐츠,,스마일컨텐츠,2019-09-27,개봉영화,장편,한국,20,"643,000",111,"375,000",67,멜로/로맨스,청소년관람불가,일반영화
13301,시아버지의 유혹,잠파,,(주)플라이어,(주)플라이어,2019-09-27,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
13302,엄마 친구:여자로 보일 때2,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2019-09-27,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13303,5분 운동 30분 섹스,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-09-27,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13304,룸싸롱 : 맛있는 서비스 2,김성종,(주)영화사가을,,(주)영화사가을,2019-09-30,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
13305,등산의 참맛 무삭제판,한동호,(주)라온컴퍼니플러스,,(주)라온컴퍼니플러스,2019-10-01,개봉영화,장편,한국,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
13306,딸의 친구 4 - 무삭제판,김태수,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2019-10-01,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13307,여배우: 섹스수업 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2019-10-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
13308,익스페트리어트,코너 알린,,(주)엔씨미디어,(주)엔씨미디어,2019-10-01,개봉영화,장편,미국,1,"300,000",60,"300,000",60,스릴러,15세이상관람가,일반영화
13309,전망 좋은 집: 맛있는 섹스,,,(주)케이알씨지,(주)케이알씨지,2019-10-01,개봉영화,장편,태국,5,"5,000",5,"1,000",1,멜로/로맨스,청소년관람불가,일반영화
13310,가장 보통의 연애,김한결,영화사 집,,(주)넥스트엔터테인먼트월드(NEW),2019-10-02,개봉영화,장편,한국,"1,073","24,822,316,930","2,917,213","6,614,922,790","753,953",멜로/로맨스,15세이상관람가,일반영화
13311,"낯선 남편, 익숙한 X",헤이키 치로,,(주)빅콘미디어,(주)빅콘미디어,2019-10-02,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13312,불륜: 아내 친구,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13313,새엄마들 2019 - 무삭제,왕지방,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13314,세상의 종말을 예언하는 소년: 프로디지,네이든 리온,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-02,개봉영화,장편,미국,1,"6,000",1,0,0,드라마,15세이상관람가,일반영화
13315,소피와 드래곤: 마법책의 비밀,마리나 네페도바,,(주)씨제이이엔엠,(주)씨제이이엔엠,2019-10-02,개봉영화,장편,러시아,469,"749,609,350","96,495","133,277,080","16,231",애니메이션,전체관람가,일반영화
13316,수상한 우리숙모,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2019-10-02,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13317,스크림: 허수아비의 저주,루이자 워렌,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,영국,5,"543,000",101,"300,000",60,공포(호러),청소년관람불가,독립/예술영화
13318,유부남의 미소녀 사육기,헤이키 치로,,(주)빅콘미디어,(주)빅콘미디어,2019-10-02,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13319,조커,토드 필립스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-10-02,개봉영화,장편,미국,"1,418","45,442,252,130","5,255,228","14,704,552,340","1,638,904",액션,15세이상관람가,일반영화
13320,테러 라이브: 싸이코패스,지미 리 콤즈,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-02,개봉영화,장편,미국,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
13321,퍼펙트맨,용수,"(주)맨필름,(주)쇼박스",,(주)쇼박스,2019-10-02,개봉영화,장편,한국,894,"9,604,139,750","1,144,894","1,544,313,980","178,228",코미디,15세이상관람가,일반영화
13322,계절과 계절 사이,김준식,"한국영상대학교,감성스토리",,(주)마노엔터테인먼트,2019-10-03,개봉영화,장편,한국,22,"10,069,500","1,160","6,814,900",721,드라마,15세이상관람가,독립/예술영화
13323,나의 노래는 멀리멀리,현진식,,,영화사 풀,2019-10-03,개봉영화,장편,한국,27,"28,137,380","3,442","11,261,780","1,328",다큐멘터리,전체관람가,독립/예술영화
13324,내겐 너무 아찔한 새엄마,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2019-10-03,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13325,몬스터 하우스,피터 레페니오티스,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2019-10-03,개봉영화,장편,캐나다,202,"506,405,000","63,784","85,113,200","10,181",애니메이션,전체관람가,일반영화
13326,미드소마 감독판,아리 애스터,,찬란,(주)팝엔터테인먼트,2019-10-03,개봉영화,장편,미국,37,"53,193,660","5,865","37,412,860","3,995",공포(호러),청소년관람불가,독립/예술영화
13327,오션스: 문어구출대작전,헤 질리,,(주)히스토리필름,와이드 릴리즈(주),2019-10-03,개봉영화,장편,중국,191,"83,373,580","11,055","15,532,680","1,896",애니메이션,전체관람가,일반영화
13328,욕망의 쉐어하우스,아카바네 키쿠지로,,(주)빅콘미디어,(주)빅콘미디어,2019-10-03,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13329,욕정의 며느리 무삭제판,코마고메 추,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2019-10-03,개봉영화,장편,일본,1,"5,000",1,0,0,드라마,청소년관람불가,일반영화
13330,이유있는 불륜,아라시야마 미치루,,(주)빅콘미디어,(주)빅콘미디어,2019-10-03,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13331,전 남친에게 뺏긴 약혼녀,히무 롯쿠,,(주)빅콘미디어,(주)빅콘미디어,2019-10-03,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13332,트루 시크릿,사피 네부,,M&M 인터내셔널,M&M 인터내셔널,2019-10-03,개봉영화,장편,프랑스,26,"46,730,800","5,600","38,244,600","4,447",드라마,청소년관람불가,독립/예술영화
13333,가슴큰엄마들-무삭제,차지민,스마일컨텐츠,,스마일컨텐츠,2019-10-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13334,결혼 소개팅의 여직원,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13335,공짜 키스방 무삭제,윤중부,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2019-10-04,개봉영화,장편,한국,1,"1,000",1,0,0,드라마,청소년관람불가,일반영화
13336,귀여운 사촌동생 갸루걸,후지모리 하루카,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13337,꿀몸매의 모델촬영,쿠라타 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13338,남자기숙사 폭유미망인,후지모리 아키나,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13339,동생의 여자들 - 감독판,이진,(주)소나무픽쳐스,,(주)소나무픽쳐스,2019-10-04,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13340,뜨거운 제수씨의 몸탐험,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13341,마사지로 승천한 갸루걸,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13342,마음껏 느끼는 바람난 아내,코자카이 토오루,,(주)빅콘미디어,(주)빅콘미디어,2019-10-04,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13343,만취해서 택시를 탄 여자들,야마다 하타루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13344,망상으로 흥분하는 오피스레이디,아라시야마 미치루,,(주)빅콘미디어,(주)빅콘미디어,2019-10-04,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13345,병아리 간호실습생의 마사지,타카시마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13346,엉덩이가 이쁜 유부녀직원,나베 아츠시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13347,예쁜 사촌누나와의 첫날밤,나카다니 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-10-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
13348,온천보다 뜨거운 여주인의 특별한서비스,히무 롯쿠,,(주)빅콘미디어,(주)빅콘미디어,2019-10-04,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
13349,우주전쟁 2019,도미닉 스미스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-10-04,개봉영화,장편,미국,1,"5,000",1,0,0,SF,15세이상관람가,일반영화
13350,의처증 남편의 음탕한 아내,카사이 마사히로,,(주)빅콘미디어,(주)빅콘미디어,2019-10-04,개봉영화,장편,일본,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
